,cat1,cat2,name,資料範圍,繪製者（學號_姓名）,href,dep,date,type,複分類
TRUE,健康、醫療與照顧,過度醫療化,抗憂鬱藥物使用人數,2005-2024,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=VJVjLCjraS5UaG0%24o!cAlQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部中央健康保險署,2022-01-19,互動式查詢,年齡別，年度別，性別，業務組別，縣市別
TRUE,健康、醫療與照顧,老人照顧,社區關懷據點服務人次,2004-2024,r14452001＿高子婷,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Ygqsoz8%24cSXEn6xx1n2B4Q%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部社會及家庭署,2022-05-06,互動式查詢,年度別，性別，縣市別，婦女福利服務類型
TRUE,健康、醫療與照顧,兒童照顧,居家托育服務登記證書人數,2013-2023,B11A01321_莊千逸,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=JRmS!SQJS1Wg3AF1jb73YA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部社會及家庭署,2022-01-18,互動式查詢,年度別，縣市別，性別
FALSE,健康、醫療與照顧,兒童照顧,親子館(托育資源中心)家數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=qvwkUhKjgY1eMCKmx2CGfQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部社會及家庭署,2022-03-08,互動式查詢,年度別，縣市別
FALSE,健康、醫療與照顧,兒童照顧,親子館(托育資源中心)服務人員數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=jmmYHKQBQrRIsuCIItunvw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部社會及家庭署,2022-03-08,互動式查詢,年度別，性別，縣市別
FALSE,健康、醫療與照顧,兒童照顧,居家托育服務登記證書托育人員收托幼兒數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=e%24XVH%24gNLaMBkIav!pysOQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部社會及家庭署,2021-12-13,互動式查詢,年度別，性別，縣市別
FALSE,健康、醫療與照顧,健康決策機制,衛生福利部決策單位諮詢委員會委員性別比率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ggIwOmCyJPzbdaP5QZTUMQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,衛生福利部,2022-04-25,統計表檢視,性別，各委員會，年度別
FALSE,健康、醫療與照顧,健康決策機制,縣(市)衛生機關諮詢委員會之委員性別比率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MwEtyBleRxJh%24lZApHWboQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-01-20,統計表檢視,縣市別，性別，各委員會，年度別
FALSE,健康、醫療與照顧,健康決策機制,各縣(市)衛生局所屬婦女健康或衛生相關委員會(小組)個數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=N%24YDxgXIGpBAhcooTkH8wA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-12-23,統計表檢視,年度別，縣市別
FALSE,健康、醫療與照顧,兒童照顧,幼兒園教保服務人員人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ZViStQdk5IMDCajYSMDW5Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,年度別，縣市別，性別，幼兒園類型(公立、私立)
FALSE,健康、醫療與照顧,兒童照顧,幼兒園幼生數(性別) *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=TINaWRp4rBfhQG5ygrwyiA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,年度別，縣市別，性別，幼兒園類型，年齡別，幼兒園類型(公立、私立)
FALSE,健康、醫療與照顧,兒童照顧,幼兒園園數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lspXsG7g4PSC10uC4!jylQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,年度別，縣市別，類型(公立、私立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務班之實際招收人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=o7b87A7uTd%24gJScHhlujYA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，原住民身分，類型(公立國小設立或委託辦理、私立國小設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務中心家數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=gf3WynP6rAPKkY5hP%24kPAg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，類型(鄉鎮市區公所、私人或團體設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務中心服務人員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=jlXNSFSsnVFIZX!URhopKA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，類型(鄉鎮市區公所、私人或團體設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務中心實際招收人數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Pff6rtBRGYKm44jOmOCTUw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，原住民身分，類型(鄉鎮市區公所、私人或團體設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務班之班級數 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=c84tGv37pSjQOSDBoB%24UfA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，類型(公立國小設立或委託辦理、私立國小設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務班服務人員 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=uiecajCzL9gt2xQtRjQB!w%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，類型(公立國小設立或委託辦理、私立國小設立)
FALSE,健康、醫療與照顧,兒童照顧,整體滿5足歲至入國民小學前幼兒入園率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=nSdKclxtXDjZ!5F9Xaa8Fw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別
FALSE,健康、醫療與照顧,兒童照顧,原住民地區國民小學設立附設幼兒園之比率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=3sCF6FCJE0veWbI3G2vzXQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別
FALSE,健康、醫療與照顧,兒童照顧,員工規模100人以上企業設置托兒設施或提供托兒措施之比率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rgKnt5nXSoVCsojebpGm5w%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞動部,2022-03-09,統計表檢視,地區別，年度別，行業別，公私部門
FALSE,健康、醫療與照顧,人口,人口性比例,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=i1ha96w0xp5%242R%24c1k0FSQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-03-14,統計表檢視,年度別，縣市別，年齡別
FALSE,健康、醫療與照顧,人口,扶養比,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=GFwg1kmItIm0Qkax2Yd9!A%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-03-14,統計表檢視,年度別，縣市別，年齡別
FALSE,健康、醫療與照顧,人口,人口年增率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=zfVSWDRRs8yxHld0GeHYpA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2022-03-03,統計表檢視,年度別，縣市別
FALSE,健康、醫療與照顧,生育,出生嬰兒性比例(發生數),,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=XGXgzan!6JtvV7D5uGZISg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2021-12-13,統計表檢視,年度別，縣市別，胎次，性別
TRUE,健康、醫療與照顧,生育,未成年婦女生育率(15-19歲),,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=eYfJTJ8lWIZHmsjuPNtodA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,內政部,2021-12-13,統計表檢視,年度別，縣市別，年齡別
FALSE,健康、醫療與照顧,生育,首次生產婦女之平均年齡(生第一胎平均年齡) *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lT4902z3YmLGBZadLKLSzQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2021-12-13,統計表檢視,年度別，縣市別，年齡別
FALSE,健康、醫療與照顧,生育,人口死亡率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=2OnLyivNNrOXpCX4Y%2475tQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,內政部,2021-12-13,統計表檢視,年度別，年齡別，性別，縣市別
TRUE,健康、醫療與照顧,兒童照顧,幼兒園幼生數(性別),,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=TINaWRp4rBfhQG5ygrwyiA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,年度別，縣市別，性別，幼兒園類型，年齡別，幼兒園類型(公立、私立)
FALSE,健康、醫療與照顧,兒童照顧,幼兒園教保服務人員人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ZViStQdk5IMDCajYSMDW5Q%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,年度別，縣市別，性別，幼兒園類型(公立、私立)
FALSE,健康、醫療與照顧,兒童照顧,幼兒園園數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lspXsG7g4PSC10uC4!jylQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-04-27,統計表檢視,年度別，縣市別，類型(公立、私立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務班之實際招收人數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=o7b87A7uTd%24gJScHhlujYA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，原住民身分，類型(公立國小設立或委託辦理、私立國小設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務中心家數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=gf3WynP6rAPKkY5hP%24kPAg%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，類型(鄉鎮市區公所、私人或團體設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務中心服務人員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=jlXNSFSsnVFIZX!URhopKA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，類型(鄉鎮市區公所、私人或團體設立)
TRUE,健康、醫療與照顧,課後照顧,兒童課後照顧服務中心實際招收人數,,R12342008_曾凡芸,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Pff6rtBRGYKm44jOmOCTUw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，原住民身分，類型(鄉鎮市區公所、私人或團體設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務班之班級數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=c84tGv37pSjQOSDBoB%24UfA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，類型(公立國小設立或委託辦理、私立國小設立)
FALSE,健康、醫療與照顧,課後照顧,兒童課後照顧服務班服務人員,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=uiecajCzL9gt2xQtRjQB!w%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別，類型(公立國小設立或委託辦理、私立國小設立)
FALSE,健康、醫療與照顧,兒童照顧,整體滿5足歲至入國民小學前幼兒入園率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=nSdKclxtXDjZ!5F9Xaa8Fw%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別，性別
FALSE,健康、醫療與照顧,兒童照顧,原住民地區國民小學設立附設幼兒園之比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=3sCF6FCJE0veWbI3G2vzXQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2022-01-10,統計表檢視,年度別，縣市別
FALSE,健康、醫療與照顧,健康促進,國人規律運動人口比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lE9!VKlq9nql0ld4b!5R4w%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,教育部,2021-12-15,統計表檢視,年度別，性別，年齡別
FALSE,健康、醫療與照顧,兒童照顧,員工規模100人以上企業設置托兒設施或提供托兒措施之比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=rgKnt5nXSoVCsojebpGm5w%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,勞動部,2022-03-09,統計表檢視,地區別，年度別，行業別，公私部門
FALSE,健康、醫療與照顧,生育,孕產婦死亡率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%244h7q0oY5fyYspcAyybs1g%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-04-26,統計表檢視,年度別，性別
FALSE,健康、醫療與照顧,健康決策機制,衛生福利部決策單位諮詢委員會委員性別比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ggIwOmCyJPzbdaP5QZTUMQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,衛生福利部,2022-04-25,統計表檢視,性別，各委員會，年度別
FALSE,健康、醫療與照顧,醫事人員教育及從業環境,各類醫事人員繼續教育課程，有關專業品質、倫理、法規中，性別議題之課程數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Lbhbma66iWgIvZQEaDpHLQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-03-01,統計表檢視,年度別，醫事人員類別
FALSE,健康、醫療與照顧,醫事人員教育及從業環境,各類醫事人員性別統計,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=nBT88TUWFkuuUVpqGWj2ow%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-02-25,統計表檢視,性別，醫事人員類別，年齡別，縣市別，年度別
FALSE,健康、醫療與照顧,健康決策機制,縣(市)衛生機關諮詢委員會之委員性別比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=MwEtyBleRxJh%24lZApHWboQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-01-20,統計表檢視,縣市別，性別，各委員會，年度別
FALSE,健康、醫療與照顧,健康決策機制,各縣(市)衛生局所屬婦女健康或衛生相關委員會(小組)個數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=N%24YDxgXIGpBAhcooTkH8wA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-12-23,統計表檢視,年度別，縣市別
FALSE,健康、醫療與照顧,友善醫療與照顧環境,女性整合性門診醫院家數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=NXSZKm9oaLjC8i455l8mQA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-01-20,統計表檢視,縣市別，醫院類型(醫學中心、區域醫院、地區醫院)，年度別
FALSE,健康、醫療與照顧,生育,嬰兒死亡率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ia2ScWogSyRsdiBVhIhrbQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-12-13,統計表檢視,年度別，性別
FALSE,健康、醫療與照顧,健康狀態,事故傷害死亡率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=5SivBfEA%24NM1TG2dGUqHCw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-03-07,統計表檢視,年度別，縣市別，性別
FALSE,健康、醫療與照顧,健康狀態,主要死亡原因死亡人數及死亡率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=b%24s%24uSNhaIoqQlbHXoISmQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-03-07,統計表檢視,年度別，性別
FALSE,健康、醫療與照顧,健康狀態,主要死亡原因標準化死亡率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=UKLW%240cV205ZwWVGL8xW9A%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-09-17,統計表檢視,年度別，性別
FALSE,健康、醫療與照顧,健康狀態,蓄意自我傷害(自殺)死亡率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=q%24cKlGE0pKbmzEPZaeyd3w%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-03-07,統計表檢視,年度別，縣市別，性別
FALSE,健康、醫療與照顧,疾病防治,女性乳癌死亡率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=qEcoQyET4I9Cg!lhWvJ9BQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-03-07,統計表檢視,年度別，年齡別
FALSE,健康、醫療與照顧,疾病防治,子宮頸癌死亡率 *,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=XWxZubUzCIrp5k5zk49XfA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2022-03-07,統計表檢視,年度別，年齡別
FALSE,健康、醫療與照顧,健康狀態,老人日常生活起居有困難比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=dYtcXel%243it4XVLmh0baOQ%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,衛生福利部,2022-03-08,統計表檢視,年齡別，性別，地區別
FALSE,健康、醫療與照顧,老人照顧,護理之家機構數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=lrbyglGJimGqzQ22dE7YGA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部,2021-12-13,統計表檢視,年度別，縣市別
FALSE,健康、醫療與照顧,健康狀態,使用抗反轉錄病毒藥物，按性別分,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=2YHIWoMLmpZPD1vLfSvdWg%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部疾病管制署,2021-10-15,統計表檢視,性別，年度別
FALSE,健康、醫療與照顧,健康狀態,國人15歲(含)以上女性HIV感染比例,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=vLdUSgJRsHXL!%24MyKIQWdw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部疾病管制署,2021-10-15,統計表檢視,年度別
FALSE,健康、醫療與照顧,疾病防治,乳癌存活率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=XUW%24HvHQPHDb4q!7X3SmZg%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年度別，性別，年齡別，縣市別
FALSE,健康、醫療與照顧,疾病防治,子宮頸癌存活率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=Vtn7bE0IG3HVY1JqXIWVag%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年度別，年齡別，縣市別
FALSE,健康、醫療與照顧,健康照護利用與品質,婦女乳房攝影檢查服務利用率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=OR0v3mpqY4w1FJ99vq3ytw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年齡別，年度別，縣市別
FALSE,健康、醫療與照顧,健康促進,血漿維生素B6營養狀況,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=V5yb4mR8pxkGm!MyKKmE1w%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年齡別，年度別，性別，地區別
FALSE,健康、醫療與照顧,健康促進,國人過重及肥胖盛行率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=%24mQvpHYEayTTt8pmhMjRvA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年齡別，年度別，縣市別，族群別，性別
FALSE,健康、醫療與照顧,健康促進,國人膳食營養狀況,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=DuLjMhJOtnBou7yDIdve5A%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年齡別，年度別，性別，地區別
FALSE,健康、醫療與照顧,生育健康,生育期患有貧血的婦女比例,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ilC9nfG5bFpXH5%24yGk413w%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-29,統計表檢視,年齡別，年度別
FALSE,健康、醫療與照顧,生育健康,人工生殖之施術週期數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=epK3CUY%24%24sRBP4q5wgw!Ng%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-02-15,統計表檢視,年齡別，年度別
FALSE,健康、醫療與照顧,生育健康,人工生殖出生嬰兒體重與先天缺陷,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=pBGvrgBhGY%24QKtoXxIyc3A%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-02-15,統計表檢視,年度別，性別
TRUE,健康、醫療與照顧,健康狀態,十大癌症發生率,,r12342004_李澄昀,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=nLF9GdMD!!v41SsobdVgKw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年齡別，年度別，性別
FALSE,健康、醫療與照顧,健康危害行為,18歲以上人口吸菸率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=ORVNSDIGVFTYgkN!7bdIyA%40%40&d=m9ww9odNZAz2Rc5Ooj%24wIQ%40%40,衛生福利部國民健康署,2022-03-01,統計表檢視,年齡別，年度別，縣市別，族群別(原住民)，性別
FALSE,健康、醫療與照顧,健康照護利用與品質,兒童預防保健服務利用率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=6magwIeaATE985hCd6aR%24w%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年齡別，年度別，縣市別，性別
FALSE,健康、醫療與照顧,健康照護利用與品質,成人預防保健服務利用率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=s!eVqxPorvAN1c8qTBgy6A%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年齡別，年度別，縣市別，性別
FALSE,健康、醫療與照顧,疾病防治,婦女子宮頸抹片檢查人數及篩檢涵蓋率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=8T8PC0im2Fs6l3SktUL6qw%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年齡別，年度別，縣市別
FALSE,健康、醫療與照顧,疾病防治,婦女子宮頸抹片陽性人數及比率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=zBTMiFMlp!pTbo7GclIdvg%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年齡別，年度別，縣市別
FALSE,健康、醫療與照顧,疾病防治,家庭二手菸暴露率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=98nbiXUkkuKh9qgziW9JLA%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-01,統計表檢視,年齡別，年度別，縣市別，族群別(原住民)，性別
FALSE,健康、醫療與照顧,疾病防治,禁菸場所二手菸暴露率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=CQnmtSkAeIIUodKgK19TEQ%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-03-01,統計表檢視,年齡別，年度別，縣市別，族群別(原住民)，性別
FALSE,健康、醫療與照顧,生育健康,95年後之孕婦產前檢查之平均利用率,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=iGZNg9VGCQqgVUqoT%24iZ7w%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年度別
FALSE,健康、醫療與照顧,生育健康,95年後之孕婦產前檢查之申報件數,,,https://www.gender.ey.gov.tw/gecdb/Stat_Statistics_DetailData.aspx?sn=LAOrzh!267PlQ7vuOKdq6g%40%40&d=194q2o4!otzoYO!8OAMYew%40%40,衛生福利部國民健康署,2022-01-27,統計表檢視,年齡別，縣市別，年度別
